bvid,arcurl,title,pubdate,rank_offset,author,mid,play,review,video_review,favorites,duration,tag,description
BV12J411X7T2,http://www.bilibili.com/video/av77223140,MUGEN假面骑士乱斗（227）,2019-11-27 18:28:25,560,decke虚白,279353537,1844,13,26,17,1457,"MUGEN,假面骑士,大乱斗,凶级,格斗",双方都是ai对战，求支持吧。
BV1eJ411S7ck,http://www.bilibili.com/video/av75548268,【Mugen】新人物测试-红A（哪个背影男出现了）,2019-11-13 16:41:25,561,影帝一黑叔,26398524,1837,11,7,14,241,"MUGEN,手操,狂级,十割,CKOFM,卫宫,血草","人物资料：卫宫（红A） 私人定制奖励(观看二猫直播间获得）
制作：HELL
持有者：闲逛的锅"
BV1UE411t7S2,http://www.bilibili.com/video/av74340314,人物更新──绅士:我更新了 先来找你练练手 时空:正好我也更新了,2019-11-03 03:32:17,562,无夜之冥,430832458,1833,15,0,13,493,"MUGEN,狂级,拳皇,KOF,十割,人物,格斗,演示","首位更新人物......人物上传大概是早上吧

就先看个影片过过瘾吧

时空第一局:
连击修正、火滑、追踪弹幕、十拳剑ON
底力:中级

时空第二局:
空震、部分无限连ON
低血回血ON、缓慢回气ON"
BV1ZJ411d7Ry,http://www.bilibili.com/video/av76803446,【Mugen对战】大恶魔VS巨大社长和迷你社长(娱乐向对战),2019-11-24 05:28:58,563,夜雪霙,39571490,1796,9,12,12,203,"全能打卡挑战,MUGEN,东方PROJECT,卢卡尔,格斗","本视频纯属娱乐，想看就看。然后最近小夜学业繁忙，杯赛还要再鸽一段时间，希望米娜桑能够谅解喵~
PS我们Mugen高中的群号：581818247，真心喜欢Mugen，喜欢语C的小伙伴们请加入我们~"
BV1dJ411R7Lz,http://www.bilibili.com/video/av76597319,【Mugen】念K 更新，外加公开,2019-11-22 17:02:12,564,Bai家的情殇,48034796,1788,13,3,14,189,"MUGEN,拳皇,KOF,格斗","人物已经上传千寻，找不到的点击下方链接
https://qxmugen.com/character/15184"
BV15J41127Y3,http://www.bilibili.com/video/av76473760,[Mugen]两仪式专场，式姐:即使是神我也杀给你看！,2019-11-21 15:13:22,565,九柒king,88099845,1768,8,1,12,878,"MUGEN,式姐,空之境界",-
BV1pE411e7VN,http://www.bilibili.com/video/av75426700,BOSS少爷人物专场,2019-11-12 14:30:18,566,mE_faN_Zai,4921982,1765,8,14,16,3218,"MUGEN,Adel,少爷,搬运",有一段时间没更新了，主要是不知道出谁的专场。出这期的时候最后又觉得有几场质量不行，又重新录了好久，又拖了几天。   然后封面没过审，换了张封面…
BV1GJ411d79M,http://www.bilibili.com/video/av76616699,【MUGEN】恶魔凯撒测试！,2019-11-22 19:53:44,567,邪眼-,106289919,1759,16,4,23,191,"MUGEN,狂级,恶魔,KOF","恶魔凯撒为屠杀牌的重置更新版
我的群：821020008"
BV18J411Q73t,http://www.bilibili.com/video/av77463670,【MUGEN】女主角队 VS  终极卢卡尔队（新人物夜茗）,2019-11-29 22:29:43,568,邪眼-,106289919,1742,22,50,25,614,"MUGEN,狂级,KOF,mugen,卢卡尔","拒绝白嫖从我做起
我的黑暗群聊：821020008"
BV11J411Q7d4,http://www.bilibili.com/video/av77551453,约战精灵再临BGM整合公开,2019-11-30 16:45:01,569,京其尔,287391795,1741,17,1,14,524,"MUGEN,动漫,约战精灵再临,约战-精灵再临,约战精灵再临BGM整合公开",链接: https://pan.baidu.com/s/1G9_dP_7kc5ucmENeR8_ILw 提取码: KOFM
BV1iJ41197Yx,http://www.bilibili.com/video/av76863566,【Mugen】转续杯 10P 暴风子：“聆听这风声，它能抚平你失败的情绪。”,2019-11-24 17:12:50,570,--Ayu,6648469,1732,41,56,33,1521,"MUGEN,杯赛,狂级,拳皇,乱斗,KOF","1.请勿攻击人物、AI、作者等.
2.人物立绘大部分来源于P站、da站.
3.大会员用户，观看720P60/1080P60效果更佳.
4.求点硬币、点赞、收藏、评论、弹幕.
5.凛音替换成夜茗.
感谢&quot;爱上那座山&quot;，&quot;Sebtimental-&quot;，&quot;初衷Chuzhong&quot;，&quot;DTexas&quot;，&quot;BloodyTrigger&quot;在本月的充电！"
BV1WJ411S7Gi,http://www.bilibili.com/video/av75515164,《Mugen》D教主vs断罪者,2019-11-13 10:19:17,571,恋某人的小铺子,69098266,1730,9,0,14,169,"MUGEN,凶恶",D教主vs断罪者
BV1GJ411U7w2,http://www.bilibili.com/video/av75771906,【Mugen】最强高尼兹队 VS 传奇卢卡尔队  高尼兹：你是不是玩不起？,2019-11-15 19:27:33,572,yyhys-夜莺,76508260,1724,16,41,13,500,"全能打卡挑战,MUGEN,杯赛,狂级,单机游戏,拳皇,逗比,传奇卢卡尔,神战,高尼兹","喜欢关注，素质三连，
最大动力！"
BV1kE411i7Ev,http://www.bilibili.com/video/av74832457,【Mugen】 念k 更新，外加公开,2019-11-07 13:22:09,573,Bai家的情殇,48034796,1716,18,1,15,118,"MUGEN,拳皇,格斗,KOF,演示,K",人物公开7天，下载链接访问我主页
BV16J411U7hm,http://www.bilibili.com/video/av75868453,MUGEN  雅阁威克 VS 大蛇一族队,2019-11-16 15:36:23,574,水的哲理,256680315,1709,8,44,10,681,"MUGEN,游戏,八神,狂级,大蛇,威克,四天王",MUGEN
BV19E411i7tF,http://www.bilibili.com/video/av74868189,【MUGEN】乔鲁诺·乔巴拿VS空条承太郎,2019-11-10 12:00:54,575,岸波玉藻,16295316,1702,10,2,11,229,"MUGEN,JOJO的奇妙冒险,空条承太郎,乔鲁诺·乔巴拿","Giorno，HP 1000，MP 3000，ATK 160，DEF 100
Jotaro，HP 1100，MP 3000，ATK 150，DEF 105"
BV1YJ411S7hB,http://www.bilibili.com/video/av75548922,【MUGEN功夫男】听说画风决定战斗力，不知道真的假的！,2019-11-13 16:53:08,576,幻梦乄深邃之蓝,328613989,1691,11,3,5,102,"全能打卡挑战,创作新秀奖,MUGEN,功夫男,狂级,特效向","想不到一个小小的功夫男，居然这么厉害，，嘿嘿嘿，
下期
功夫女预订"
BV1hJ411S7WZ,http://www.bilibili.com/video/av75506829,【Mugen】ニコニコで声優オーディション集計終了【霊夢】,2019-11-13 06:35:27,577,kattis,35623904,1691,5,1,40,791,"东方,MUGEN,灵梦,MUGENキャラ作成,るりま,RRM,みけねこ","https://www.nicovideo.jp/watch/sm25504406
冲塔的时候发现了有趣的东西。

Mugenで現在製作中の東方キャラの心綺楼霊夢です。配布時には「声なし」を選択することも出来るようにする予定なのでご安心を。
声優さんの審査です。コメント欄のA～Kでの投票で審査します。
ご協力ありがとうございました。
参加者
　A:るりま さん　B:ari さん　C:双葉せいか さん　D:こめ さん
　E:よつは さん　F:鴻上きずな さん　G:口谷亜夜 さん　H:みけ猫＠泥。 さん
　I"
BV1dJ411m7BS,http://www.bilibili.com/video/av76283473,【MUGEN】K系三基友内战,2019-11-19 20:10:24,578,放逐者-海奥斯,3242759,1682,16,16,23,489,"KOF,拳皇,狂级,十割,blau,布莱克,red","blau 1P
布莱克 6P
red 10P
以后MUGEN视频里的人物信息都放简介里了"
BV1xJ41197TN,http://www.bilibili.com/video/av76826548,（MUGEN）BLACK对3号使用了骑士踢和骑士拳后。。。。。,2019-11-24 11:33:28,579,TakinawaNaoto_茶杯,335619947,1681,9,0,8,26,"MUGEN,假面骑士BLACK,格斗游戏,假面骑士,单机游戏,格斗,手操,BLACK,自制",---------------------
BV1bE411q7Yk,http://www.bilibili.com/video/av74950082,【Mugen】拳皇：高清暴风子&amp;电压零子 VS 荒电夏尔米&amp;朱羽温妮莎（火力全开）,2019-11-08 15:13:31,580,暴風零子,252611883,1681,6,0,37,223,"全能打卡挑战,高AI,狂级,朱羽/红色彗星温妮莎,Schlussel-Pre,Voltage-Zeroko-Pre,ThunderMiss.Shermie,Vermillion.SonicStar,Vanessa,十割","高清暴风子AI等级6&amp;电压零子AI等级6 VS 荒电夏尔米10P&amp;朱羽温妮莎8P，2V2双打，这里的火力全开并不是性能开满，而是双方无限气。看似一场神战，显得比较混乱。
火力全开传送门：
最终零子&amp;神暴风子 VS 电压零子&amp;高清暴风子av57813406
神暴风子&amp;最终零子 VS 朱羽温妮莎&amp;荒电夏尔米av73478396"
BV1HJ41197p6,http://www.bilibili.com/video/av77305532,初音未来vs黑岩射手,2019-11-28 19:00:48,581,小泥巴泥巴泥泥巴,341527925,1671,6,8,22,249,"全能打卡挑战,MUGEN,黑岩射手,MMD.3D,初音未来","相关游戏：Mugen
人机VS人机
AI作者：Boomer
黑岩模型：Digitrev
初音模型：Sega / XxNekochanofdoomxX / Crystallyna"
BV1CE411q7fQ,http://www.bilibili.com/video/av74508831,【Mugen 拳皇】次元裂缝的启动第9集（高尼茨的愤怒）,2019-11-04 12:36:16,582,Mugen纱皇,448162223,1656,7,11,14,309,"高尼茨,MUGEN,剧情向,大蛇,荒风,黄昏大地",原本正在修炼的荒废和黄昏大地他们突然感知到了大蛇的力量.....
BV1MJ41197AR,http://www.bilibili.com/video/av77293448,崩坏抹消者 对（殴）战（打）阿克蒙德,2019-11-28 12:00:36,583,紫鼠粥,35830621,1635,17,4,7,408,"MUGEN,手操,狂级,十割",这个UP太懒啦  不想写简介
BV1fJ411Q761,http://www.bilibili.com/video/av77565917,【mugen】 黑崎一护VS桐人和人 【四版本】,2019-11-30 18:43:54,584,动漫明星大乱斗,309995933,1631,25,21,7,601,"刀剑神域,桐人,桐谷和人,一护,BLEACH,黑崎一护,热血",mugen 黑崎一护vs桐木和人
BV1qE411t7RA,http://www.bilibili.com/video/av74303414,【MUGEN】大水蛇和大师牌（神战警告）,2019-11-02 20:50:53,585,阿尔法斯-Alphax,16119595,1630,28,1,6,263,"全能打卡挑战,MUGEN,狂级,神战,大水蛇,大师牌","果然我还是不适合做这种类型的对战 眼睛快瞎了QAQ
支持一下呗"
BV1eJ41127Ud,http://www.bilibili.com/video/av76540515,暴躁随机君在线搞事！！五月杯MUGEN势力战S2----12P（新势力守擂赛）,2019-11-22 02:58:46,586,弓塚☆五月,89294,1629,63,72,51,1232,"全能打卡挑战,MUGEN,狂级,凶级,新人,大乱斗,弓塚五月,月姬,空之轨迹,东方","上期【av68994685】，
谢谢大家，谢谢大家，谢谢大家！
终于做完了，完事继续摸新坑了，有什么意见建议记得评论区！
先去洗澡跟手游收菜了。这期挺给力的，希望大家喜欢！
PS：封面还是我老婆！"
BV1uE411q7GB,http://www.bilibili.com/video/av74884666,【mugen】次元极限武斗大会 13p,2019-11-08 12:05:57,587,DR天蝎,327050228,1618,21,59,23,1284,"全能打卡挑战,MUGEN,杯赛,拳皇,狂级,KOF,单机游戏,草薙京,龙珠,孙悟空,八神",喜欢的朋友记得关注一下，长按点赞，素质三连哦
BV1iJ41197fw,http://www.bilibili.com/video/av76863219,[Mugen]新人物 草薙京11号！！！！,2019-11-24 16:17:22,588,路过的白狐桑,341327035,1617,19,1,9,238,"MUGEN,草薙京,新人,KOF,演示","此人物改自斑鸠氏人物
还未完成
 P2的p2是芭月庵 都是1p"
BV13J411d7Zz,http://www.bilibili.com/video/av76619737,【mugen1.1B】D菲拉诺尔更新,2019-11-22 20:13:37,589,灬黄昏灬,9166625,1613,37,10,7,1029,"MUGEN,人物,狂级,菲拉,凶级","前两天更新的菲拉，今天把视频也补上
顺便有很多朋友希望能在1.0运行，所以也补充了1.0版的def
有什么问题欢迎反馈"
BV1WE411t7Fe,http://www.bilibili.com/video/av74225774,【MUGEN】时巡悟空VS时巡黑悟空,2019-11-02 10:28:18,590,贝吉特゜,351814202,1605,14,2,15,671,"MUGEN,龙珠,黑悟空,孙悟空,七龙珠,悟空,AI对战","封面的话
黑时巡悟空素材作者做的
23333
看的愉快"
BV1oJ411d73R,http://www.bilibili.com/video/av76793812,【Mugen】牌哥-恶魔凯撒 VS 最终BOSS队,2019-11-24 10:00:59,591,柴犬大爷,35379914,1603,19,2,26,457,"MUGEN,狂级,拳皇,单机游戏,十割,kof,演示,KOF,观赏向,牌哥",
BV17J41127Hb,http://www.bilibili.com/video/av76448417,和大师牌老婆暴风子互殴是一种怎样的体验？,2019-11-21 10:20:33,592,屑能酱,283460910,1592,35,10,18,151,"MUGEN,手操,狂级,十割,NAO,苍白,格斗,暴风子,绿师牌,青青","第二局蜜汁发呆被十割。。。

3p苍白的抹消者Nao
血6000
攻100
防100
飞道关
白鹰关
滑步地火开
伤害无情

青青暴风子AI7（狂中级）
血3000
攻100
防100"
BV1kJ411977S,http://www.bilibili.com/video/av76852421,『mugen』雅格威克vs阿克蒙德,2019-11-24 14:54:21,593,人王official,39566633,1588,11,3,9,96,"MUGEN,凶恶向","https://youtu.be/X1ZFAKvpIQs
新阿克蒙德神中—神上
还抄了一堆肉眼可见的技能"
BV1FE411b77F,http://www.bilibili.com/video/av74377345,【MUGEN拳皇】古有三英战吕布，今有金石争逗比？  石魔蛇 VS 逗比金蛇  谁才是最强逗比？,2019-11-03 12:11:02,594,yyhys-夜莺,76508260,1582,7,12,9,178,"bilibili新星计划,MUGEN,brs,kof,狂级,单机游戏,拳皇,金蛇,石魔蛇,逗比","(&quot;▔□▔)人物强度 石魔蛇金蛇均6p
求关注，求点赞
谢了！！"
BV1SE411B75Z,http://www.bilibili.com/video/av74689239,Mugen：刺猬夏迪克（有下载链接）,2019-11-06 08:30:02,595,猎人尼禄,321185370,1576,24,0,20,480,"MUGEN,音速小子,夏特,索尼克,悟吉塔,Sonic","链接:https://pan.baidu.com/s/1k6-xArefgcs0osmO7y1XgQ 提取码:3ci7
扣扣群：546512628（滑稽）

对于这个人物我有了个很大胆的想法。（滑稽）
悟吉塔：哦咧哇，son哥哭and悲剧塔融合，哥鸡塔哒！
夏迪克：我既不是索尼克也不是夏特，我就是能够打倒你的人！shadic哒
这个呢我是在老表家录制的，编辑也是！"
BV1vE411B74z,http://www.bilibili.com/video/av74677345,【MUGEN】黑骷髅  VS  天启骷髅,2019-11-05 22:28:54,596,邪眼-,106289919,1564,13,4,29,196,"MUGEN,杯赛,狂级,KOF","伤害低录时间久观赏性还低所以双方伤害都高一点
我的群：821020008"
BV15E411v7Ya,http://www.bilibili.com/video/av75067420,山崎龙二向大蛇讨薪,2019-11-09 14:55:01,597,华夏冰影,256595368,1561,22,0,6,369,"全能打卡挑战,MUGEN,mugen,KOF,SNK,拳皇,大蛇,八杰集,饿狼传说",山崎龙二：今天我讨薪必须成功。
BV12J411d7BN,http://www.bilibili.com/video/av76759424,【MUGEN】传奇卢卡尔队 VS 血魔八神队,2019-11-24 08:30:22,598,千羽无寻,85286157,1559,14,42,11,703,"MUGEN,狂级,血魔,卢卡尔","多谢观看。
望点赞  关注。
感谢！"
BV1FE411i7cy,http://www.bilibili.com/video/av75184934,【MUGEN】山崎龙二和里草,2019-11-10 12:22:49,599,阿尔法斯-Alphax,16119595,1555,19,15,10,178,"全能打卡挑战,MUGEN,强凶,山崎龙二,里草","这个里草可算是搭载了AI了
支持一下呗"
BV1hE411i74H,http://www.bilibili.com/video/av74795794,手机《反恐精英mugen》，（整合分享），手机玩mugen游戏。（exagear）（模拟器）（mugen）,2019-11-15 13:00:31,600,霸者一方,108891395,1543,10,2,11,254,"手机游戏,MUGEN,霸者一方,exagear,整合分享,反恐精英",链接:https://pan.baidu.com/s/11kxgwxera4vRD-Wf1UnXSA 提取码:视频里找。
BV1WE411t7CA,http://www.bilibili.com/video/av74224320,（MUGEN）假面骑士Geiz  VS Another Ghost,2019-11-02 09:49:18,601,TakinawaNaoto_茶杯,335619947,1524,5,0,10,98,"MUGEN,GHOST,假面骑士GHOST,格斗游戏,假面骑士,假面骑士geiz,geiz,格斗,异类骑士,ar ghost",---------------------
BV11J411R7Uv,http://www.bilibili.com/video/av76563627,【MUGEN】街霸：纳什（街霸5形象） VS 神人豪鬼,2019-11-22 11:24:38,602,異能異色的巴萨卡,89592005,1519,3,1,5,131,"MUGEN,街霸,豪鬼,强凶,街霸5,纳什","纳什（Charlie Nash）：
作者Trololo氏，是个不错的人物，就是有时候AI很笨拙导致混凶比较困难
如果有谁写个好的AI就好了
豪鬼（Shin Gouki）：
作者POTS氏，M-ism氏AI，详细请看南风杯里面豪鬼的表现。
双方均为1000血，100攻防"
BV1UE411B7HK,http://www.bilibili.com/video/av74684055,【MUGEN】最强底力之争  太阳神-处刑者草薙京 VS 最终K9999,2019-11-05 23:26:56,603,yyhys-夜莺,76508260,1517,8,8,9,264,"MUGEN,kof,brs,拳皇,草薙京,KOF,狂级,八神,最终k9999",喜欢关注，早日破千分开通粉丝团啊!!!
BV1zJ41117iP,http://www.bilibili.com/video/av76326785,[Mugen] 和英雄草的特开,2019-11-20 04:22:12,604,老夜-夜忆雨落,384129002,1514,12,0,8,201,"MUGEN,演示,原创",之后还会优化
BV1kE411e7F6,http://www.bilibili.com/video/av75485928,【凶恶向】破坏女神 vs 提娅斯,2019-11-12 23:00:02,605,羅睺,124765343,1503,10,0,6,71,"MUGEN,论外最上,凶恶","1p人物：破坏女神
作者：聖櫻幻血
强度：论外最上
2p人物：提娅斯
作者：Test_本子
强度：模式5 开幕直死
禁止攻击人物与作者
喜欢的话麻烦关注 推荐 投币 收藏 转发 点一点
感谢大家。"
BV1KE411b7Df,http://www.bilibili.com/video/av74364528,[MUGEN]新版核弹卢vsZet少爷,2019-11-03 10:02:49,606,蔡馥谦,17878227,1501,17,10,10,149,"MUGEN,杯赛,十割,拳皇,狂级,卢卡尔","新增加鞭尸炮，以及强化八方搬运。然而AI还是很迷。。。
社长粉丝群 958455528，欢迎大家加入
不定期更新！
喜欢的话麻烦关注 推荐 投币 收藏 转发 点一点
感谢大家。"
BV1sE411t7b6,http://www.bilibili.com/video/av74228972,【M.U.G.E.N】最强草薙京队 VS 传奇卢卡尔队  传奇：我怎么不能动了！,2019-11-02 10:37:02,607,yyhys-夜莺,76508260,1491,18,27,10,456,"bilibili新星计划,MUGEN,杯赛,brs,kof,狂级,单机游戏,十割,最大号,传奇卢卡尔",喜欢mugen视频的小伙伴关注谢谢啦素质三连!!!
BV1SJ411R7FP,http://www.bilibili.com/video/av76578535,【Mugen】拳皇：温妮莎 VS 夏尔米,2019-11-22 14:07:46,608,暴風零子,252611883,1490,8,1,22,157,"高AI,拳皇,KOF,雷电夏尔米,人妻温妮莎,御姐,Orochi_Shermie,Vanessa",温妮莎 VS 夏尔米，强凶级别，一场朴实的战斗。
BV1SE411v7SA,http://www.bilibili.com/video/av75150280,【Mugen】人物专场——范马勇次郎（中）,2019-11-15 02:00:09,609,东方晨己,11935229,1490,6,6,9,2274,"全能打卡挑战,自制,AI对战,狂级,刃牙,狂中","没错= =这次的内容就是中间那14个人物= =
想都没想到分开两集都1个小时 = =
和龙珠人物的对战就放在下集里面了= =
喜欢视频的话就请素质三连吧 求求关注啦。
人物请自行下载，这里不做任何私下分流。
宣传一下自己的破群，欢迎来随便砸场：814926303"
BV1xJ411m7pW,http://www.bilibili.com/video/av76184876,[MUGEN] 雷诺 VS BOSS队,2019-11-18 21:43:25,610,梦忆DreamOfSad,34382257,1487,13,8,17,471,"MUGEN,单机游戏,格斗游戏,拳皇,KOFM,KOF,狂级","BGM:Toby Fox - MEGALOVANIA
100%AI战
喜欢我的视频可以投币点赞关注一下
不定期更新视频
感谢各位的收看"
BV1bE41187ss,http://www.bilibili.com/video/av74145019,Mugen血炎新势力——雷电法王零子对战血之螺旋塞壬，狂级大战！,2019-11-01 17:04:33,611,幻梦乄深邃之蓝,328613989,1485,30,16,8,175,"血炎,拳皇,零子,创作新秀奖,mugen,狂级","Nests高层Zero为实现&quot;超越者计划&quot;而生产的一个特殊复制体。可原定的计划却意外导致最后诞生的只有一个。当望着培养舱内那对自己微笑的小女孩时，Zero动摇了，他强行终止了该计划，决定亲自照顾这娇弱的生命。但逐渐的，Zero对这个总是称呼自己为&quot;父亲大人&quot;的女孩产生了一种名为父爱的情感。
Zero开始将这个女孩视为自己的女儿。至此，冰冷的Nests内部多了几分温暖，大家都真心的疼爱这个带来黎明的小公主&quot;Zeroko&quot;。
　　Nests崩溃的时候，零子被送了出来化身成了一名学生开始了平静的生活，家里养着一"
BV1kJ411d7RN,http://www.bilibili.com/video/av76714160,Mugen  最强邪恶悟空超三,2019-11-23 15:22:35,612,無敵のウジタ,286172382,1478,4,0,6,264,"MUGEN,孙悟空,龙珠,龙珠超,超级赛亚人,赛亚人",
BV1zJ411278p,http://www.bilibili.com/video/av76523747,【Mugen】东方系凶恶角色鉴赏 Vol.15(帕秋莉Part Final+彩蛋),2019-11-21 22:48:34,613,Wreimu,1897825,1477,16,10,32,913,"MUGEN,凶恶,东方","封面P站id=46296528
帕秋莉完结~隔了好久，结尾有彩蛋（红魔乡唯一没有牌面的冴月麟是有凶恶马甲的！）
以下是介绍，下一P看心情选择咲夜还是小恶魔~
Muspellzheimr22，Author=12(Carl Johnson)  //  N-Patchouli，Author=pass  //  Patchouli_Kishinami，Author=reddosukato  //  Patchouli_Whateley，Author=macbeth  //  ___魔幻死書(def名---END-"
BV1FE411e7h8,http://www.bilibili.com/video/av75351786,【Mugen】拳皇：K&#39;Dash&amp;无名 VS 库利扎里德&amp;里草,2019-11-11 18:44:09,614,暴風零子,252611883,1474,2,1,20,196,"双打,高AI,拳皇,音巢,经理,KOF,KUSANAGI,草薙,Krizalid,Nameless",K&#39;Dash&amp;无名 VS 库利扎里德&amp;里草，人物均为拳皇2002UM系统，2V2强凶级别，一场朴实的战斗。
BV1aJ41197rg,http://www.bilibili.com/video/av76819741,震惊！妮子作为全组织最好的天文课老师竟多次残害学生姥爷，这背后究竟是神（划）人性的扭曲还是道德的沦丧？（鞭尸预警）,2019-11-24 10:27:39,615,屑能酱,283460910,1472,22,3,10,679,"MUGEN,手操,狂级,PP,Psyqhical,Igniz,塞克尔,妮子,联机对战,音巢","UP和群友联机，虽然UP作为副机很卡但是打的还是很精彩，呜姆

7p旧版PP姥爷
血1000
攻100
防100

7p一个妮子（划）伊格尼兹（PP氏）
血1000
攻100
防100

鞭尸预警！"
BV12J411U7ZL,http://www.bilibili.com/video/av75920960,【Mugen】绅士DIO VS 迪亚波罗,2019-11-23 00:00:21,616,东方晨己,11935229,1470,4,1,4,424,"全能打卡挑战,自制,凶级,格斗,狂级,JOJO,老板,JOJO的奇妙冒险","如题= =
凶上-狂下的角色互殴
喜欢视频的话就请素质三连吧 求求关注啦。
人物请自行下载，这里不做任何私下分流。
宣传一下自己的破群，欢迎来随便砸场：814926303"
BV1uE411q7vB,http://www.bilibili.com/video/av74883846,【MUGEN】社长又疯啦！,2019-11-07 22:13:04,617,阿尔法斯-Alphax,16119595,1466,18,3,6,411,"全能打卡挑战,MUGEN,狂级,社长,卢卡尔,万能大蛇,逗逼社长","为啥标题要说又勒？
详细情况请移步av68682778
是和3rd一起的二逗逼兄弟
但是这个社长是win版限定
支持一下呗"
BV1bJ411D7Ay,http://www.bilibili.com/video/av75698042,[MUGEN]社长一家vs高尼茨一家,2019-11-15 01:05:54,618,蔡馥谦,17878227,1463,25,28,13,502,"MUGEN,杯赛,十割,拳皇,狂级,卢卡尔","社长粉丝群 958455528，欢迎大家加入，要人物的就别来了。
不定期更新！
喜欢的话麻烦关注 推荐 投币 收藏 转发 点一点
感谢大家。"
BV1KJ411X7Yv,http://www.bilibili.com/video/av77091257,MUGEN  传奇草薙京队 VS 疯狂卢卡尔队,2019-11-26 15:23:23,619,水的哲理,256680315,1462,6,7,17,728,"MUGEN,游戏,草薙京,社长","萘塞尔1P
5级话唠卢12P"
BV14E411v7gr,http://www.bilibili.com/video/av75077983,【Mugen】苍白NAO 狂-神级 爬塔白给大会 第二期（手操）,2019-11-09 16:08:12,620,相川步丶,8930179,1462,22,4,8,722,"MUGEN,杯赛,手操,狂级,单机游戏,十割,拳皇","模式：1V2爬塔（2条命的NAO还可以挽救一下我，让我有玩花样的机会，当然脸黑即便NAO叫大号也没用啦wwww）
第二期来啦~这次好好弄了一下录制软件，依旧手操，人物比较多，如果视频中出现人物没有及时更新，或者明令禁止对战的人物，请大佬们在评论区告知，我会改正和删除，虽然看了好几年Mugen 但还是小白一个，望见谅~
苍白NAO：2P 攻防100 血1000
塔防人物：p数随机  攻防100 血量1000-4000（普遍3000左右），有少数凶级和无AI人物，其余为狂-神级
录素材手累白给的次数很多，厚颜"
BV1SE411v73g,http://www.bilibili.com/video/av75151971,【邪恶意志篇】手操雅格威尔挑战海奥斯,2019-11-10 03:54:54,621,丶三丶丶,35168356,1456,41,4,18,224,"MUGEN,手操,mugen,狂级,十割,海奥斯,血炎,雅格威尔,邪恶意志,鞭尸",好久没玩，随便打打咯
BV16E41187wn,http://www.bilibili.com/video/av74176375,【Mugen】大蛇&amp;蛟 VS 古斯塔夫&amp;塞克尔,2019-11-01 21:48:43,622,念古落风,213284176,1455,7,4,13,291,"MUGEN,KOF,拳皇,神仙打架,凶级,观赏向",人物对战2V2 血量3000 攻防强度相同
BV1mJ411R7xU,http://www.bilibili.com/video/av76566802,【MUGEN】烈舞开满有多强？,2019-11-22 11:57:03,623,社长库拉的小粉丝,872808,1452,12,0,11,875,"MUGEN,演示,拳皇,凶恶向,测试,不知火舞,KOFM,烈焰之拜年舞,鬼畜风,Zelgadis氏的人物","歇息了小半年暂时回来一会，先来个测试视频压压惊.......

人物：烈舞（MAI-RETSU）
原作者：Zelgadis氏，改变者：鲁基菲
开满方法：6P即可（娱乐产物而已）
强度：大约狂最上中位（可能是准神，娱乐产物而已）

攻击面好像不怎么高，防御面......只能算是呵呵，不过能在一部分神级人物面前屹立不倒也算不错了.........

测试对象分别是：
稀有豪鬼12P
龙子1ST
烟K&#39;10P
荒风12P
爆炎经理12P
冷酷古斯塔夫10P
杀戮牌12P
雪修神暴走八神6P
新苍白抹杀者6P
暗"
BV1sE411v7vo,http://www.bilibili.com/video/av75074656,第二届狂级左右（凶上~狂中）大会20P,2019-11-09 15:58:17,624,tuhr123,663792,1450,27,100,23,1446,"全能打卡挑战,MUGEN,杯赛,狂级,新人,创作新秀奖",老一岁的日子，希望各位多来点硬币和点赞！
BV1XE411t7vv,http://www.bilibili.com/video/av74317953,一个Mugen区up经常遭遇的窘境,2019-11-02 22:30:38,625,DTexas,7426614,1444,8,5,18,156,"bilibili新星计划,MUGEN,狂级,新人向,鬼畜","喜欢看mlg，但是完全做不出来，做出来的都是堆素材的缝合怪，没內味儿
感谢“十里盗花香”本月的充电
可能会有下一期？"
BV1ME411b7pk,http://www.bilibili.com/video/av74400286,【MUGEN】机械元素VS银月草,2019-11-09 15:51:21,626,拉二鸽,33542202,1441,8,1,14,225,"MUGEN,拳皇,狂级,十割,草薙京,人物对战",求三连
BV1LJ411D7wy,http://www.bilibili.com/video/av75682888,【M.u.g.e.n】狂暴元素队 V 抹杀者队,2019-11-14 22:11:39,627,独↑↓仁,25707716,1437,11,33,26,1041,"MUGEN,狂级,拳皇,八神,十割,观赏向,元素","苍白NAO 白鹰关闭 崩坏之幻像关闭
TK元素 4P
嗯 就这么多"
BV1mJ41197jK,http://www.bilibili.com/video/av76901813,【Mugen】里草和雅阁威尔,2019-11-24 21:26:29,628,空城誰来守,323572133,1435,12,5,8,185,"全能打卡挑战,MUGEN,AI对战,格斗,观赏性,草薙京,里草,雅阁威尔,KOF,八神",
BV1vE411t7ER,http://www.bilibili.com/video/av74261938,【血炎内战】 莱恩：我要加强！,2019-11-02 15:41:47,629,活宝战枪,361029693,1435,7,3,5,1362,"MUGEN,拳皇,人物,血炎",莱·谁也打不过·恩
