bvid,arcurl,title,pubdate,rank_offset,author,mid,play,review,video_review,favorites,duration,tag,description
BV1yt41187ad,http://www.bilibili.com/video/av41263195,【MUGEN】龙傲天队 VS 挂逼队【1080P】【60帧】,2019-01-21 06:13:38,1,L的朋友,2025332,349650,742,3739,2782,830,"MUGEN,论BGM的重要性,神仙打架,BGM燃,一拳超人,死神,刀剑神域,反叛的鲁路修,魔法禁书目录,魔法高校劣等生","我的理解是：“龙傲天”基本上全是“挂逼”，但“挂逼”不一定是“龙傲天”，所以视频里双方有些人物其实是可以互换的，至于我这么分配肯定有我的理由，如果某些人不认同我的归类的话请随意，只要别无脑秀存在感就好了
封面有两个人物我用的并非是视频中所使用的人物的素材，为了好看一点用了“高清版”的，所以说UP是个封面党，请举报之~~~"
BV1nt411a7Cv,http://www.bilibili.com/video/av41089061,【mugen】奥利巴vs多利安,2019-01-19 04:04:21,2,Xuwanzi,177812989,287774,53,28,95,138,"MUGEN,刃牙,新人",不知道拿什么当封面，就随便找了一张，，话说前期那么高逼格的奥利巴，到了相扑道竟然被吊锤。。
BV1Dt41167na,http://www.bilibili.com/video/av39563912,【MUGEN】孙悟空 VS 拳皇BOSS队【1080P】【60帧】,2019-01-01 02:18:50,3,L的朋友,2025332,241270,870,1458,1607,517,"MUGEN,论BGM的重要性,拳皇,大蛇,龙珠,孙悟空,BGM燃,60帧,伊格尼兹,战歌",貌似是第一次做这种1V4的，本视频无任何平衡性，想看公平公正格斗对战视频的请去看EVO去，酱紫
BV1pt41147ZD,http://www.bilibili.com/video/av40084322,【Mugen】拳皇：里草和血草,2019-01-06 19:09:23,4,剑心寒,3479163,128209,219,315,827,98,"拳皇,KOF,里草,血草",
BV11t41167ME,http://www.bilibili.com/video/av39580929,【Mugen】六小龄童vs初代奥特曼,2019-01-01 07:46:06,5,就改这破网名丶,178971345,126527,194,363,542,529,"MUGEN,六小龄童,孙悟空,西游记,mugen,奥特曼,特摄",用不详ai对战不详ai人物
BV1Qt41187vd,http://www.bilibili.com/video/av41289201,【Mugen】全然不信papyrus vs 尘埃sans,2019-01-21 13:14:00,6,本骨是一只帕派瑞斯,241383140,122462,94,291,582,378,"MUGEN,格斗,传说之下,UNDERTALE,狂级,全然不信,sans","papyrus：10P
sans：10P"
BV15t411b7vA,http://www.bilibili.com/video/av41498980,【MUGEN】老婆队 VS 妹妹队【1080P】【60帧】,2019-01-23 20:51:23,7,L的朋友,2025332,103736,295,1802,1141,858,"MUGEN,论BGM的重要性,刀剑神域,龙与虎,我的妹妹哪有这么可爱,小林家的龙女仆,蕾姆,某科学的超电磁炮,老婆,小埋",“老婆”可以是“妹妹”，“妹妹”也可以成为“老婆”，至于到底是谁的“老婆”谁的“妹妹”和我没有关系，反正都不是我的
BV1gt411t7cx,http://www.bilibili.com/video/av41841528,【Mugen】人物专场——迪亚波罗,2019-01-27 16:02:32,8,Civia_salyn,29511475,95098,207,513,426,942,"MUGEN,凶级,狂级,黄金之风,迪亚波罗,乔鲁诺乔巴拿,布鲁诺布加拉提,布姐,茸茸,意大利牛郎团",那么。这期视频有可能会是这个寒假的最后一期视频了，因为我现在是初三，也要准备一下中考什么的，再加上我是个学渣就更要努力了（我也是加把劲骑士）天赐良缘 一生一会，我们下次再见！（虽然这些好像在视频最后都说出来了）
BV1bt41187R2,http://www.bilibili.com/video/av41246860,【Mugen】全然不信papyrus vs Betty粉毛,2019-01-20 22:15:24,9,本骨是一只帕派瑞斯,241383140,84384,63,268,462,194,"MUGEN,UNDERTALE,全然不信,粉毛","papyrus:10P
粉毛：10P"
BV13t411471y,http://www.bilibili.com/video/av40046772,【MUGEN】蕾米莉亞&amp;迪亞波羅 VS 十六夜咲夜&amp;DIO,2019-01-06 11:21:49,10,天使君Aka蕾米親衛隊,35847842,84383,99,163,454,201,"JOJO的奇妙冒险,JOJO,MUGEN,东方project","全程AI對戰，東方、JOJO相關人物魔改
蕾米莉雅&amp;迪亞波羅 VS 十六夜咲夜&amp;DIO

錄影程式：Bandicam

蕾米莉亞：Nachel氏設計，el氏AI。
迪亞波羅：あまりもの氏設計。
十六夜咲夜：琥珀氏設計，ちぃたま氏AI。
DIO：惡咲3號設計，m-ism氏AI。"
BV15t411W7Yh,http://www.bilibili.com/video/av40558149,undertale mugen国王之战，激烈精彩到目不转睛,2019-01-12 17:47:51,11,五帝王超哥尔巴斯Q,26995145,84157,72,193,465,179,"MUGEN,UNDERTALE,SANS,同人",这是一场黑暗王与怪物王的惨烈战争，激烈到让人目不转睛。
BV1ft411B7Pg,http://www.bilibili.com/video/av39723957,【Mugen】第二届逗比意志大会 1P-希望の花,2019-01-02 19:25:19,12,大师牌,73370683,81915,202,1013,539,1191,"MUGEN,杯赛,狂级,十割,MUGEN杯赛,凶级,鬼畜,搞笑,逗比","1.经过调试后参赛选手有更改，最终名单将于第4P前确定！
2.请勿恶意攻击人物、AI、作者
3.【网易云歌单ID】：强无敌大师牌 【电台】：mugen人物BGM
4.【催更唠嗑群】：495218706
5.感谢充电的小伙伴们"
BV1Ht411H7Mf,http://www.bilibili.com/video/av40679470,【C家】新角色做成公开——暴君七枷社,2019-01-14 05:05:12,13,Cい,2290879,80832,337,836,306,1106,MUGEN,"此角色全P数无区别
开关调整强度
强度范围我觉得是狂下-狂上吧
可以调的有{出招无敌,觉醒解禁血量,常时里模式}
还有{全局攻击力,获气,回气}等通用开关


【下载地址】https://pan.baidu.com/s/1dF3qHNj

【人物包名】Caser.Yashiro"
BV1pt411t7wF,http://www.bilibili.com/video/av41849263,【Mugen】拳皇：四形态克里斯—表、里、蛇、蛟,2019-01-27 16:50:52,14,剑心寒,3479163,77404,122,110,289,131,"拳皇,KOF,草薙京,克里斯,大蛇,蛟",草佬的克里斯有4个形态，视频里只展示了3种，人物目前只是初版，后续应该还会有更新修复。
BV1at411B7gC,http://www.bilibili.com/video/av39671705,【C家】雅格威克 2019.1.1更新,2019-01-01 23:52:23,15,Cい,2290879,72918,289,117,416,238,"再见2018,MUGEN","元旦快乐!
由于上次更新后收到一些意见，自己也觉得确实有那么回事。
所以现在再追加一次更新，和上次加起来可以说是二连更吧。

- 伤害微微降低一点（实际上全局伤害是可以随意调的）

- 连段调整 (这个是重点 之前那个连段回头一看确实感觉太简陋了)

- 4气超必杀【十王审判】修改了之后回归

- 1气超必杀【天堂之炎】后摇时间减少，也就是释放之后可以继续追加连段

- 小必杀【抓栉】不再是把人锤到地面弹起

- win版的s溢出优化了一下 相对之前不卡一些

- 剩下一些杂七杂八的细节调整就省略不说了
"
BV1ut411H7na,http://www.bilibili.com/video/av40637752,宿命对决：时崎狂三VS暴走灵核反转十香&amp;夜刀神十香〈高清重置版〉约会大作战【MUGEN】,2019-01-13 16:01:57,16,幻梦乄深邃之蓝,328613989,72625,156,328,498,339,"约会大作战,暴走十香,时崎狂三,MUGEN,宿命对决,狂级","为了满足上一期的狂三被十香＂吊打＂引起的观众不满，这次带来了狂三的复仇，她十香能否战胜邪〈人〉恶〈气〉精灵呢?
十香：三局强化，AI提升至最高，开启精防模式。
狂三
三局强化，AI等级强化至99，增加概率复活。
开启时间系技能特效
弹幕子弹增强至全屏弹幕
梦魇模式强化，梦魇分身增加至8个！
开启常时援护——杂音未来
设定为其他时间线上与狂三认识的杂音未来，职业是牧师，有以下3个技能
暗言术——痛
目标所有敌人，持续5秒，持续时间内对方每移动50碼损失1%的生命值。
真言术——盾
目标狂三，为目标附加一层吸"
BV1rt411B78i,http://www.bilibili.com/video/av39704854,【mugen】人物更新—苍白的抹消者NAO,2019-01-02 05:20:28,17,Z_E_T,422579,67623,335,554,520,1086,"再见2018,MUGEN,狂级,十割,NAO","2019.1.1
开关状态调整
白银之光开关调整为可选择开场开启或者觉醒开启，0依旧为关闭
代号：灾厄世界 使用开关，同样的在Nao.cmd，搜索fvar（28），改为0即可关闭
手操优化，跟踪飞道出招为2626S，铁山靠为2424S，重击飞为4624a
银痕枷锁为222S
升龙结束后增加可追加连击
增加当身记录，对同个当身状态号每一局只会中一次

新增3个小必杀：
银核：2426S
镕判：46S
崩落：2624S

新增5气超必杀：
代号：灾厄世界 ：觉醒状态下2624S+Z
同时增加使用开关
代号：永"
BV1Ft41147hv,http://www.bilibili.com/video/av40010869,【MUGEN】超四悟吉塔 VS 超级大蛇队【1080P】【60帧】,2019-01-06 01:06:00,18,L的朋友,2025332,60537,388,431,360,686,"MUGEN,论BGM的重要性,60帧,神仙打架,BGM燃,战歌,拳皇,大蛇,龙珠,主题曲","为了您的观看体验，请在深夜并关闭所有灯光后再观看本视频~~~

本视频无任何平衡性和观赏性，请善用差评和举报按钮~~~

我知道很多人不喜欢这种风格的，但是我喜欢啊~~~

不喜欢的记得左上角左上角~~~"
BV1dt41147L2,http://www.bilibili.com/video/av41797168,【Mugen】命运迪奥vs六小龄童(已更新2P),2019-01-27 04:48:37,19,就改这破网名丶,178971345,60067,330,296,234,1146,"MUGEN,mugen,六小龄童,西游记,迪奥·布兰度,JOJO的奇妙冒险,DIO","命运迪奥，HP1000
六小龄童，HP1000
血量200%
2P有bug导致我录了很多遍
孙悟空，HP2666
血量300%"
BV1Tt41147mN,http://www.bilibili.com/video/av40068342,【Mugen】终神杯 第二阶段 3P “经理演得好噢，回去给你涨工资！”,2019-01-06 19:30:06,20,大师牌,73370683,59307,319,2022,394,2280,"MUGEN,杯赛,狂级,拳皇,mugen,KOF,mugen杯赛","1.胜负与人物强弱无关
2.请勿恶意攻击人物、AI、作者
3.【网易云歌单ID】：强无敌大师牌 【电台】：mugen人物BGM
4.【催更唠嗑群】：495218706
5.感谢小伙伴的充电支持"
BV14t411W7YW,http://www.bilibili.com/video/av40598684,【MUGEN】以某光头埼玉为例 证明在mugen里扯原作设定的大都是屑,2019-01-13 08:14:09,21,MUGEN_自由鸽,346809614,58775,478,413,294,484,"MUGEN,格斗游戏,BGM带感,mugen,特效,论外,一拳超人","QQ2895156791
QQ群818129580
一拳超人专场
前方高能♂ 
做的不好大佬勿喷♂ 
新人up求关注♂
也许是因为一拳吹吧
嗯没错就这样♂(｀・ω・´)"
BV1Pt411z7jy,http://www.bilibili.com/video/av39780128,【Mugen】666草 VS 大师牌,2019-01-03 09:00:26,22,大师牌,73370683,57950,221,159,173,163,"狂级,拳皇,mugen,KOF,牌哥,大师牌,草薙京",懂的都懂嗷
BV1Et41187Bu,http://www.bilibili.com/video/av41216496,mugen人物对战（苍白NAO篇）重置,2019-01-20 17:07:08,23,海王星的幻觉,472875,55424,223,915,391,1502,mugen,"自制 视频以娱乐为主
切勿恶意攻击人物及作者
本人新建Mugen粉丝群，有兴趣的可以来一起谈天说地
群号567549165"
BV11t411a7wJ,http://www.bilibili.com/video/av41135076,【Mugen】第二届逗比意志大会 2P-专业碰瓷,2019-01-19 18:43:48,24,大师牌,73370683,55324,215,843,255,1204,"MUGEN,杯赛,mugen,Mugen,狂级,十割,MUGEN杯赛,搞笑,鬼畜,逗比","1.删除部分弹幕系选手
2.请勿恶意攻击人物、AI、作者
3.【网易云歌单ID】：强无敌大师牌 【电台】：mugen人物BGM
4.【催更唠嗑群】：495218706
5.感谢充电的小伙伴们"
BV16t411t7id,http://www.bilibili.com/video/av41912403,【Mugen】神烦狗toby fox vs 萍卡美娜·戴安·派,2019-01-28 11:11:23,25,本骨是一只帕派瑞斯,241383140,54954,167,233,351,72,"MUGEN,传说之下,toby,小马",。。。。
BV1Kt411z7BS,http://www.bilibili.com/video/av39755729,【MUGEN】最终八神队 VS 超级女主角队,2019-01-03 15:00:13,26,丶宴傀,105081752,53162,108,967,453,997,"MUGEN,杯赛,拳皇,KOF,狂级,雅格威尔",男女激斗篇~
BV1ct41187MP,http://www.bilibili.com/video/av41677803,【Mugen】拳皇—草薙京：神乐，这就是八咫镜的力量吗？,2019-01-25 20:20:31,27,剑心寒,3479163,52461,208,229,542,215,"寒假不再咕咕咕,拳皇,KOF,草薙京,神乐,三神器,2003","1.做了跟神乐的演出，参考的拳皇2003剧情，但是做了一些改变。这段时间一直在弄这个，所以没去录杯赛。
2.听说喜欢点赞、投币、收藏、转发的人，过年收到的红包都特别多。"
BV1Qt411H7CZ,http://www.bilibili.com/video/av40777063,【MUGEN】C小圆全必杀集合,2019-01-15 10:17:03,28,小晴-苹果,231784883,51645,75,119,356,296,"MUGEN,小圆,必杀集合,论外,圆神",做一期C圆的必杀集合。
BV1nt411x7pK,http://www.bilibili.com/video/av39886769,【Mugen】雅格威克 VS 苍白抹消者Nao,2019-01-04 19:30:58,29,大师牌,73370683,48523,132,330,320,274,"MUGEN,狂级,拳皇,mugen,KOF,Nao,雅格威尔,雅格威克,C雅格",两个新版人物对战
BV1Rt41147uR,http://www.bilibili.com/video/av41758888,【mugen】恐惧骨兄弟vs错误骨兄弟,2019-01-26 17:42:59,30,亿发冰河虫,392676885,47596,43,116,232,278,"MUGEN,UNDERTALE,传说之下,新人,UT",
BV1tt411B7Mh,http://www.bilibili.com/video/av39627497,【Mugen】拳皇：2019元旦快乐，我们一样，我们又不一样,2019-01-01 14:35:38,31,剑心寒,3479163,46902,222,1667,554,1701,"杯赛,拳皇,KOF","1.2019元旦快乐。
2.求播放、弹幕、硬币、点赞、推荐、收藏、评论、转发、分享。"
BV1st411p7hB,http://www.bilibili.com/video/av40392618,【Mugen】拳皇：表夏尔米和里夏尔米,2019-01-10 18:01:59,32,剑心寒,3479163,46850,133,167,178,165,"拳皇,KOF,夏尔米,八杰集",
BV1Mt41187Gd,http://www.bilibili.com/video/av41177245,【MUGEN】哲学势力队 VS 逗比意志队,2019-01-20 14:30:50,33,丶宴傀,105081752,46521,72,886,373,1024,"杯赛,大蛇,KOF,Mugen,kof,干枯大地·七枷社,Kyo-213,灵域领主,拳皇",哲学与逗比篇~
BV13t411b7AU,http://www.bilibili.com/video/av41487266,【MUGEN】Sans VS 迪奥·布兰度,2019-01-23 18:04:52,34,某流石油的杉S,325414236,46349,397,260,250,254,"MUGEN,mugen,UNDERTALE,传说之下,JOJO的奇妙冒险,DIO","相关链接:MUGEN、mugen、undertale、传说之下、UNDERTALE、UT、JOJO的奇妙冒险、jojo的奇妙冒险
简介补充：Sans HP：1000
迪奥·布兰度 HP：1000"
BV1Ct41187uP,http://www.bilibili.com/video/av41260789,【C家】渊境暴君·七枷社 2019.1.21更新,2019-01-21 05:10:16,35,Cい,2290879,44612,278,418,154,887,"MUGEN,狂级","通用：
- 增加小必杀【落锤】

表模式：
- 增加1气超必杀【百万蒸汽锤】

里模式：
- 增加1气超必杀【烈大地】
- 增加1气超必杀【淬大地】
- 增加1气超必杀【舞大地】

【下载地址】：https://pan.baidu.com/s/1dF3qHNj

【人物类别】：Lord

【人物包名】Caser.Yashiro"
BV1Qt411s7aq,http://www.bilibili.com/video/av40315257,[人物发布]灵域领主,2019-01-10 09:00:15,36,云程万里鵬,42933336,44133,433,658,652,1865,"MUGEN,狂级,凶级,新人,MUGEN杯赛,格斗,金蛇天尊,灵域领主,经理,KOFT","人物下载地址：https://pan.baidu.com/s/1nvQIe05
粉丝扯犊子QQ群：469745215"
BV1Eb411C7xp,http://www.bilibili.com/video/av41963331,【Mugen】拳皇：97大蛇和EV大蛇,2019-01-28 19:40:21,37,剑心寒,3479163,43734,144,146,121,129,"拳皇,KOF,大蛇,97",
BV1Rt411H7KC,http://www.bilibili.com/video/av40817705,mugen UT特殊开场小合集,2019-01-15 20:07:42,38,爱喝酒的我修院,191278610,43198,73,260,755,614,"MUGEN,UNDERTALE,新人,UT,传说之下,SANS,单机游戏",特殊开场!!!!一个一个试出来的...............................................................................................................................................................................................................................................
BV14b411y7Td,http://www.bilibili.com/video/av42151479,【MUGEN】新版-另一个京先生 VS 超级狂级队,2019-01-30 18:09:15,39,丶宴傀,105081752,42811,147,768,355,974,"杯赛,拳皇,八神,kof,魂印,八神罪,八神秋叶",另一个京先生（最终版），激情杀戮特辑~
BV1it411p79D,http://www.bilibili.com/video/av40435166,jus版jump乱斗mugen，（整合），选人界面看起来很不错。。手机上的mugen。,2019-01-11 09:38:17,40,霸者一方,108891395,42285,80,40,302,225,"MUGEN,jump,霸者一方,手机游戏,整合,龙珠超","-exagear图文安装教程:
https://www.bilibili.com/read/cv7858676

exagear视频安装教程:
https://b23.tv/pSW4rY

mugen专用exagear与补丁下载:
https://b23.tv/cqaMqf

红色警戒2局域网联机教程:
https://b23.tv/uADv7f

仙剑奇侠传三(外传)报错解决方法:
https://b23.tv/ntWVWo

exagear玩mugen开始报错的问题:
https://b23.tv/r"
BV1et41147RT,http://www.bilibili.com/video/av41694134,【Mugen】sans ver.s vs 萍卡美娜·戴安·派,2019-01-25 23:29:51,41,本骨是一只帕派瑞斯,241383140,40837,54,232,222,228,"MUGEN,格斗,传说之下,狂级,小马,sans",332
BV1Dt411W71C,http://www.bilibili.com/video/av40119701,【Mugen】拳皇：失忆草和失忆草,2019-01-07 11:30:42,42,剑心寒,3479163,40717,181,247,257,215,"拳皇,KOF,草薙京",新写了一个98C的连段，打自己比较容易出，毕竟双倍的几率。
BV1ht411p72u,http://www.bilibili.com/video/av40378696,【宣传向】2019年神最上提名公布！,2019-01-10 15:12:56,43,桜ミク,97126,39968,377,542,402,521,"MUGEN,神最上,宣传向,sm34453748","久等了各位(°∀°)ﾉ依然是每年的惯例，今年的新神有不少是国内作者的人物，值得期待一波呢(〜￣△￣)〜
那么让我看看FS蛟是不是能够完成有史以来第一次神最上首席的二连冠吧（笑）
N站地址稍后会在TAG加入
注：The New God Nayaya boom 七夜炸弹 Moe-Egg氏 确定参战 视频未放出"
BV1Lt411b7vb,http://www.bilibili.com/video/av41537063,【MUGEN】人物强度测试特别篇（狂绅士的搬运盛宴）狂绅士：搬运一时爽，一直搬运一直爽。众人：搬运社社长疯了怎么办？搬他呀！,2019-01-24 15:00:46,44,爱看电视的方风,10197755,39772,131,736,304,1477,"MUGEN,狂级,十割,拳皇,单机游戏,游戏,格斗,新人,KOF,自制","这次用我姐的电脑录制剪辑，60帧应该没问题。这期视频强度比较高，大家可以有选择性的观看。
下一期视频已经开始制作了，更新的问题不用担心。
感谢各位作者制作的精美人物和AI，视频如有违规请通知我，我会做出回应并说明的。
禁止攻击人物、AI和作者
PS：我们Mugen高中的群号: 581818247， 真心喜欢Mugen,喜欢语C的小伙伴们请加入我们。
我们Mugen高中欢迎新同学的加入哟~o( =∩w∩= )m"
BV1Gt411a7bY,http://www.bilibili.com/video/av41026667,【Mugen】拳皇：时空涡旋 19P,2019-01-18 18:00:00,45,剑心寒,3479163,36798,213,1690,403,2165,"杯赛,拳皇,KOF","1.应该是年前最后一次更新杯赛了吧，反正在默认推荐里已经看不到我的杯赛了，如果能在推荐里看到的话，可能大概也许应该或许差不多没准年前再更新一次。至于怎么在推荐里出现，当然是播放、推荐、硬币、收藏、转发、点赞等等操作啦。
2.确实没太多时间做杯赛，我游戏都好几天没上了，只能每天靠3分钟视频混混日子的样子。"
BV1ft411H7DU,http://www.bilibili.com/video/av40803230,【Mugen】终神杯 第二阶段 4P “可恶啊，666京！”,2019-01-15 17:08:01,46,大师牌,73370683,36548,313,1726,380,2194,"MUGEN,杯赛,拳皇,mugen,KOF,Mugen,狂级,MUGEN杯赛,草薙京","1.胜负与人物强弱无关；人物有微调
2.请勿恶意攻击人物、AI、作者
3.【网易云歌单ID】：强无敌大师牌 【电台】：mugen人物BGM
4.【催更唠嗑群】：495218706
5.感谢小伙伴的充电支持"
BV14t411z7DD,http://www.bilibili.com/video/av39817288,【Mugen】拳皇：暴风子和大师牌,2019-01-03 17:22:27,47,剑心寒,3479163,35981,239,148,188,148,"拳皇,KOF,牌哥,暴风子",戴绿帽怎么够刺激，分手才是男人的浪漫啊！
BV1Kt411s7q2,http://www.bilibili.com/video/av40200262,【Mugen】拳皇：G10（女版草薙京10号？）人物展示,2019-01-08 11:30:28,48,剑心寒,3479163,35900,224,324,178,429,"拳皇,KOF,草薙京,G10,女版草薙京",准一的新人物G10，目前大部分已经完成，女版克隆草薙京10号？体术专精+部分火焰能力，人物设定等准一自己来说吧，我也不清楚。人物1-6P为一个强度（凶中-凶上），7-12P为一个强度（凶上-狂下）。
BV1hb411y7Yn,http://www.bilibili.com/video/av42193375,《MUGEN》 艾克塞德  VS   仁叔,2019-01-31 09:02:47,49,NatsumiTohka,150146517,35830,155,101,143,164,"MUGEN,特摄,假面骑士,假面骑士exaid,假面骑士ex-aid,假面骑士AMAZONS,仁叔,AMAZONS,格斗游戏",新链接已经上传
BV1kb411C78u,http://www.bilibili.com/video/av42040948,【Mugen】拳皇：失忆草和草666号,2019-01-29 16:33:14,50,剑心寒,3479163,35747,164,122,108,141,"拳皇,KOF,草薙京,草666",
BV1Ht411x7yU,http://www.bilibili.com/video/av39889314,Mugen  新版 雅格威克 、雅格维尔  邪恶意志篇,2019-01-04 16:33:55,51,水的哲理,256680315,35031,53,364,112,961,"MUGEN,新版.雅阁威克,雅格威尔,新版 苍白抹消者,新狂绅士",mugen
BV1vt411B7bg,http://www.bilibili.com/video/av39651961,【龙珠Mugen】界王拳超蓝贝吉特VS超赛神超四悟吉塔！！？？？？（最后一局）龙珠战士2P（超蓝贝吉特篇）,2019-01-01 20:38:22,52,传说中的天天君,14680271,34698,129,417,261,2102,"再见2018,MUGEN,龙珠,超蓝贝吉特,超四悟吉塔,孙悟空,贝吉塔,狂级,未来悟饭,布罗利","超蓝贝吉特人物更新：AI大更新  立绘更变  性能优化  色表更变  增加与比鲁斯的特开 空中可放终极龟派气功波
破坏神比鲁斯更新：AI小更新  增加与超蓝贝吉特的特开
这个视频用了我二天时间求求播放过一千啊
喜欢就素质三连吧  求求关注啦
人物请在作者那里下载，我就不分流了"
BV1At411x7Uw,http://www.bilibili.com/video/av40351095,【MUGEN】贝吉特队 VS 拳皇BOSS队【1080P】【60帧】,2019-01-10 04:05:41,53,L的朋友,2025332,34188,119,450,248,453,"MUGEN,论BGM的重要性,60帧,神仙打架,拳皇,大蛇,狂级,龙珠,贝吉特,龙珠超",本视频无任何平衡性，建议在深夜使用放大镜观看，酱紫
BV1pt411h7GU,http://www.bilibili.com/video/av41386628,【Mugen】拳皇：里草和魂印归来,2019-01-22 15:20:15,54,剑心寒,3479163,33966,109,163,229,167,"拳皇,KOF,草薙京,里草,魂草",
BV1Nt411p7kk,http://www.bilibili.com/video/av40855708,mugen sans.......?&amp;papyrus......? VS 甜甜圈&amp;H A P P Y,2019-01-16 10:46:31,55,爱喝酒的我修院,191278610,33447,18,119,190,259,"MUGEN,UNDERTALE,新人,UT,传说之下,SANS,UNDERTALE传说之下,PAPYRUS",衫脸攻击太恶心了。。。。。。。。。。。。。。。。。
BV1dt411h7HM,http://www.bilibili.com/video/av40974361,【Mugen】暴君七枷社 VS雅格威克,2019-01-17 19:44:58,56,大师牌,73370683,33212,520,169,95,177,"MUGEN,拳皇,mugen,KOF,Mugen,狂级,C雅格,雅格威尔,雅格威克,荒大地",
BV1bt411z7bu,http://www.bilibili.com/video/av39828778,【Mugen】拳皇：Yu里草和白雪里草,2019-01-03 19:40:08,57,剑心寒,3479163,31845,156,173,150,163,"拳皇,KOF,草薙京,里草",什么？分辨不出谁是谁？看到嘴角那一抹邪魅的笑容没？
BV1xt41147rg,http://www.bilibili.com/video/av41705349,全女格斗库拉大战蓝巨人,2019-01-26 06:57:13,58,火奶yyds,397680356,31637,26,3,16,97,"库拉,全女格斗",
BV1Dt411x7Bp,http://www.bilibili.com/video/av39984943,【Mugen】拳皇：真吾和无火京,2019-01-05 18:11:22,59,剑心寒,3479163,31395,179,165,119,146,"拳皇,KOF,草薙京,真吾",
BV13t411z7Yn,http://www.bilibili.com/video/av39804763,【MUGEN】川尻浩作 VS 芙蘭朵露,2019-01-03 13:50:22,60,天使君Aka蕾米親衛隊,35847842,31238,253,116,181,261,"东方PROJECT,东方,芙兰朵露,二小姐,JOJO,吉良吉影,MUGEN,mugen,JOJO的奇妙冒险","全程AI對戰，東方、JOJO相關人物魔改
川尻浩作 VS 芙蘭朵露

錄影程式：Bandicam

芙蘭朵露：クロガネ氏設計。
川尻浩作：あまりもの氏設計。"
BV16t411a7yW,http://www.bilibili.com/video/av41148930,【Mugen】人物专场——川*浩作,2019-01-19 21:31:24,61,Civia_salyn,29511475,31232,121,384,147,1138,"MUGEN,JOJO的奇妙冒险,凶级,十割,DIO,川尻浩作,乔纳森乔斯达,乔瑟夫乔斯达,空条承太郎,东方仗助",emmm，这期视频是我做着玩的，有什么不好的地方欢迎在评论区里说出来==
BV1qb411y7BZ,http://www.bilibili.com/video/av42181113,【Mugen】sans ver.s vs 梦魇暮光,2019-01-31 04:01:26,62,本骨是一只帕派瑞斯,241383140,30540,60,111,174,88,"MUGEN,UNDERTALE,狂级,sans,小马",都是5P
BV1Kt411t7Ym,http://www.bilibili.com/video/av41836277,【Mugen】逗比金蛇vs看电视,2019-01-27 14:46:00,63,三只粽子,63975254,30503,23,115,148,178,"MUGEN,拳皇MUGEN,拳皇,KOF,逗比,鬼畜,搞笑","金蛇12p 看电视3p
下期做什么人物大家记得给我留言哦
喜欢的话 点个赞呗！"
BV1Rt411h7SC,http://www.bilibili.com/video/av40968453,【Mugen】拳皇：97草薙京和97八神—当草薙京学会了BC,2019-01-17 18:38:25,64,剑心寒,3479163,30139,168,135,99,146,"拳皇,KOF,八神,草薙京,97",
BV1Tt4114776,http://www.bilibili.com/video/av40070502,mugen人物对战（G.MF爪八）重置,2019-01-06 16:21:33,65,海王星的幻觉,472875,29972,200,457,224,687,mugen,"自制 视频以娱乐为主
切勿恶意攻击人物及作者
本人新建Mugen粉丝群，有兴趣的可以来一起谈天说地
群号567549165"
BV19t411H7SC,http://www.bilibili.com/video/av40819081,mugen sans &amp; TS!underswap papyrus VS Help_tale 骨兄弟,2019-01-15 20:34:27,66,爱喝酒的我修院,191278610,29409,18,64,136,356,"MUGEN,UNDERTALE,新人,UT,传说之下,SANS,UNDERTALE传说之下,UNDERSWAP,PAPYRUS",为了公平，我增强了TS！帕的血量
BV1Mt411H7zQ,http://www.bilibili.com/video/av40639549,(mugen) 暴走八神 Vs 真七枷社,2019-01-13 16:30:41,67,mugen小王子,396018753,28994,56,147,72,233,"MUGEN,格斗游戏,单机游戏,拳皇,八神庵",
BV1Dt411b72t,http://www.bilibili.com/video/av41617562,【MUGEN】Fate队 VS 空月境队【1080P】【60帧】,2019-01-25 05:33:25,68,L的朋友,2025332,28883,113,560,358,722,"MUGEN,论BGM的重要性,FATE,月姬,空之境界,神仙打架,无限剑制,60帧,SABER,两仪式","如果看不懂标题可以去看看封面，如果封面看不清楚可以看看视频，其他的懒得多解释了

别问为什么用这样的标题，别问为什么用这样的出场阵容，别问为什么选择那个人物的这个版本，别问为什么那个人物开的那么高（低）了，没那么多为什么，视频我就这样子做出来发出来了，酱紫"
BV1mt41147Xg,http://www.bilibili.com/video/av41772299,【MUGEN】Chara_GE VS 杀手杰夫,2019-01-26 19:58:59,69,某流石油的杉S,325414236,28800,79,161,204,217,"MUGEN,mugen,UNDERTALE,传说之下,杀手杰夫,都市传说","相关链接:MUGEN、mugen、undertale、传说之下、UNDERTALE、UT
简介补充：Chara_GE HP:999
杀手杰夫 HP:1000"
BV18b411C7TL,http://www.bilibili.com/video/av41999570,【MUGEN】逗比势力队 VS 狂级势力队,2019-01-29 14:00:47,70,丶宴傀,105081752,28509,68,538,180,843,"杯赛,大蛇,拳皇,KOF,八神,Mugen,十割",金属蛇：大蛇？脑洞炮尝一下！
